algorithm,k,superholderpriority,path,recall
transitive_alpha0.1,7,0,5,0.972222222222222
transitive_alpha0.1,7,1,5,1
transitive_alpha0.1,7,0,6,1
transitive_alpha0.1,7,1,6,1
transitive_alpha0.1,7,0,7,0.916666666666667
transitive_alpha0.1,7,1,7,1
transitive_alpha0.1,7,0,8,0
transitive_alpha0.1,7,1,8,1
transitive_alpha0.1,7,0,9,0
transitive_alpha0.1,7,1,9,1
transitive_alpha0.1,7,0,10,0
transitive_alpha0.1,7,1,10,1
transitive_alpha0.1,7,0,11,0
transitive_alpha0.1,7,1,11,1
transitive_alpha0.1,7,0,12,0
transitive_alpha0.1,7,1,12,1
transitive_alpha0.2,7,0,1,1
transitive_alpha0.2,7,1,1,1
transitive_alpha0.2,7,0,2,1
transitive_alpha0.2,7,1,2,1
transitive_alpha0.2,7,0,3,1
transitive_alpha0.2,7,1,3,1
transitive_alpha0.2,7,0,4,0.977011494252874
transitive_alpha0.2,7,1,4,1
transitive_alpha0.2,7,0,5,0.972222222222222
transitive_alpha0.2,7,1,5,1
transitive_alpha0.2,7,0,6,1
transitive_alpha0.2,7,1,6,1
transitive_alpha0.2,7,0,7,0.916666666666667
transitive_alpha0.2,7,1,7,1
transitive_alpha0.2,7,0,8,0
transitive_alpha0.2,7,1,8,1
transitive_alpha0.2,7,0,9,0
transitive_alpha0.2,7,1,9,1
transitive_alpha0.2,7,0,10,0
transitive_alpha0.2,7,1,10,1
transitive_alpha0.2,7,0,11,0
transitive_alpha0.2,7,1,11,1
transitive_alpha0.2,7,0,12,0
transitive_alpha0.2,7,1,12,1
transitive_alpha0.3,7,0,1,1
transitive_alpha0.3,7,1,1,1
transitive_alpha0.3,7,0,2,1
transitive_alpha0.3,7,1,2,1
transitive_alpha0.3,7,0,3,1
transitive_alpha0.3,7,1,3,1
transitive_alpha0.3,7,0,4,0.977011494252874
transitive_alpha0.3,7,1,4,1
transitive_alpha0.3,7,0,5,0.972222222222222
transitive_alpha0.3,7,1,5,1
transitive_alpha0.3,7,0,6,1
transitive_alpha0.3,7,1,6,1
transitive_alpha0.3,7,0,7,0.916666666666667
transitive_alpha0.3,7,1,7,1
transitive_alpha0.3,7,0,8,0
transitive_alpha0.3,7,1,8,1
transitive_alpha0.3,7,0,9,0
transitive_alpha0.3,7,1,9,1
transitive_alpha0.3,7,0,10,0
transitive_alpha0.3,7,1,10,1
transitive_alpha0.3,7,0,11,0
transitive_alpha0.3,7,1,11,1
transitive_alpha0.3,7,0,12,0
transitive_alpha0.3,7,1,12,1
transitive_alpha0.4,7,0,1,1
transitive_alpha0.4,7,1,1,1
transitive_alpha0.4,7,0,2,1
transitive_alpha0.4,7,1,2,1
transitive_alpha0.4,7,0,3,1
transitive_alpha0.4,7,1,3,1
transitive_alpha0.4,7,0,4,0.977011494252874
transitive_alpha0.4,7,1,4,1
transitive_alpha0.4,7,0,5,0.972222222222222
transitive_alpha0.4,7,1,5,1
transitive_alpha0.4,7,0,6,1
transitive_alpha0.4,7,1,6,1
transitive_alpha0.4,7,0,7,0.916666666666667
transitive_alpha0.4,7,1,7,1
transitive_alpha0.4,7,0,8,0
transitive_alpha0.4,7,1,8,1
transitive_alpha0.4,7,0,9,0
transitive_alpha0.4,7,1,9,1
transitive_alpha0.4,7,0,10,0
transitive_alpha0.4,7,1,10,1
transitive_alpha0.4,7,0,11,0
transitive_alpha0.4,7,1,11,1
transitive_alpha0.4,7,0,12,0
transitive_alpha0.4,7,1,12,1
transitive_alpha0.5,7,0,1,1
transitive_alpha0.5,7,1,1,1
transitive_alpha0.5,7,0,2,1
transitive_alpha0.5,7,1,2,1
transitive_alpha0.5,7,0,3,1
transitive_alpha0.5,7,1,3,1
transitive_alpha0.5,7,0,4,0.977011494252874
transitive_alpha0.5,7,1,4,1
transitive_alpha0.5,7,0,5,0.972222222222222
transitive_alpha0.5,7,1,5,1
transitive_alpha0.5,7,0,6,1
transitive_alpha0.5,7,1,6,1
transitive_alpha0.5,7,0,7,0.916666666666667
transitive_alpha0.5,7,1,7,1
transitive_alpha0.5,7,0,8,0.333333333333333
transitive_alpha0.5,7,1,8,1
transitive_alpha0.5,7,0,9,0
transitive_alpha0.5,7,1,9,1
transitive_alpha0.5,7,0,10,0
transitive_alpha0.5,7,1,10,1
transitive_alpha0.5,7,0,11,0
transitive_alpha0.5,7,1,11,1
transitive_alpha0.5,7,0,12,0
transitive_alpha0.5,7,1,12,1
transitive_alpha0.6,7,0,1,1
transitive_alpha0.6,7,1,1,1
transitive_alpha0.6,7,0,2,1
transitive_alpha0.6,7,1,2,1
transitive_alpha0.6,7,0,3,1
transitive_alpha0.6,7,1,3,1
transitive_alpha0.6,7,0,4,0.977011494252874
transitive_alpha0.6,7,1,4,1
transitive_alpha0.6,7,0,5,0.972222222222222
transitive_alpha0.6,7,1,5,1
transitive_alpha0.6,7,0,6,1
transitive_alpha0.6,7,1,6,1
transitive_alpha0.6,7,0,7,0.916666666666667
transitive_alpha0.6,7,1,7,1
transitive_alpha0.6,7,0,8,0.333333333333333
transitive_alpha0.6,7,1,8,1
transitive_alpha0.6,7,0,9,0
transitive_alpha0.6,7,1,9,1
transitive_alpha0.6,7,0,10,0
transitive_alpha0.6,7,1,10,1
transitive_alpha0.6,7,0,11,0
transitive_alpha0.6,7,1,11,1
transitive_alpha0.6,7,0,12,0
transitive_alpha0.6,7,1,12,1
transitive_alpha0.7,7,0,1,1
transitive_alpha0.7,7,1,1,1
transitive_alpha0.7,7,0,2,1
transitive_alpha0.7,7,1,2,1
transitive_alpha0.7,7,0,3,1
transitive_alpha0.7,7,1,3,1
transitive_alpha0.7,7,0,4,0.977011494252874
transitive_alpha0.7,7,1,4,1
transitive_alpha0.7,7,0,5,0.972222222222222
transitive_alpha0.7,7,1,5,1
transitive_alpha0.7,7,0,6,1
transitive_alpha0.7,7,1,6,1
transitive_alpha0.7,7,0,7,0.916666666666667
transitive_alpha0.7,7,1,7,1
transitive_alpha0.7,7,0,8,0.333333333333333
transitive_alpha0.7,7,1,8,1
transitive_alpha0.7,7,0,9,0
transitive_alpha0.7,7,1,9,1
transitive_alpha0.7,7,0,10,0
transitive_alpha0.7,7,1,10,1
transitive_alpha0.7,7,0,11,0
transitive_alpha0.7,7,1,11,1
transitive_alpha0.7,7,0,12,0
transitive_alpha0.7,7,1,12,1
transitive_alpha0.8,7,0,1,1
transitive_alpha0.8,7,1,1,1
transitive_alpha0.8,7,0,2,1
transitive_alpha0.8,7,1,2,1
transitive_alpha0.8,7,0,3,1
transitive_alpha0.8,7,1,3,1
transitive_alpha0.8,7,0,4,1
transitive_alpha0.8,7,1,4,1
transitive_alpha0.8,7,0,5,1
transitive_alpha0.8,7,1,5,1
transitive_alpha0.8,7,0,6,1
transitive_alpha0.8,7,1,6,1
transitive_alpha0.8,7,0,7,1
transitive_alpha0.8,7,1,7,1
transitive_alpha0.8,7,0,8,0.533333333333333
transitive_alpha0.8,7,1,8,1
transitive_alpha0.8,7,0,9,0
transitive_alpha0.8,7,1,9,1
transitive_alpha0.8,7,0,10,0
transitive_alpha0.8,7,1,10,1
transitive_alpha0.8,7,0,11,0
transitive_alpha0.8,7,1,11,1
transitive_alpha0.8,7,0,12,0
transitive_alpha0.8,7,1,12,1
transitive_alpha0.9,7,0,1,1
transitive_alpha0.9,7,1,1,1
transitive_alpha0.9,7,0,2,1
transitive_alpha0.9,7,1,2,1
transitive_alpha0.9,7,0,3,1
transitive_alpha0.9,7,1,3,1
transitive_alpha0.9,7,0,4,1
transitive_alpha0.9,7,1,4,1
transitive_alpha0.9,7,0,5,1
transitive_alpha0.9,7,1,5,1
transitive_alpha0.9,7,0,6,1
transitive_alpha0.9,7,1,6,1
transitive_alpha0.9,7,0,7,1
transitive_alpha0.9,7,1,7,1
transitive_alpha0.9,7,0,8,1
transitive_alpha0.9,7,1,8,1
transitive_alpha0.9,7,0,9,1
transitive_alpha0.9,7,1,9,1
transitive_alpha0.9,7,0,10,1
transitive_alpha0.9,7,1,10,1
transitive_alpha0.9,7,0,11,0
transitive_alpha0.9,7,1,11,1
transitive_alpha0.9,7,0,12,0
transitive_alpha0.9,7,1,12,1
transitive_alpha0.999,7,0,1,1
transitive_alpha0.999,7,1,1,1
transitive_alpha0.999,7,0,2,1
transitive_alpha0.999,7,1,2,1
transitive_alpha0.999,7,0,3,1
transitive_alpha0.999,7,1,3,1
transitive_alpha0.999,7,0,4,1
transitive_alpha0.999,7,1,4,1
transitive_alpha0.999,7,0,5,1
transitive_alpha0.999,7,1,5,1
transitive_alpha0.999,7,0,6,1
transitive_alpha0.999,7,1,6,1
transitive_alpha0.999,7,0,7,1
transitive_alpha0.999,7,1,7,1
transitive_alpha0.999,7,0,8,1
transitive_alpha0.999,7,1,8,1
transitive_alpha0.999,7,0,9,1
transitive_alpha0.999,7,1,9,1
transitive_alpha0.999,7,0,10,1
transitive_alpha0.999,7,1,10,1
transitive_alpha0.999,7,0,11,1
transitive_alpha0.999,7,1,11,1
transitive_alpha0.999,7,0,12,1
transitive_alpha0.999,7,1,12,1
transitivedpi_alpha0.0,7,0,1,0.997442455242967
transitivedpi_alpha0.0,7,1,1,0.997442455242967
transitivedpi_alpha0.0,7,0,2,0
transitivedpi_alpha0.0,7,1,2,0
transitivedpi_alpha0.0,7,0,3,0
transitivedpi_alpha0.0,7,1,3,0
transitivedpi_alpha0.0,7,0,4,0
transitivedpi_alpha0.0,7,1,4,0
transitivedpi_alpha0.0,7,0,5,0
transitivedpi_alpha0.0,7,1,5,0
transitivedpi_alpha0.0,7,0,6,0
transitivedpi_alpha0.0,7,1,6,0
transitivedpi_alpha0.0,7,0,7,0
transitivedpi_alpha0.0,7,1,7,0
transitivedpi_alpha0.0,7,0,8,0
transitivedpi_alpha0.0,7,1,8,0
transitivedpi_alpha0.0,7,0,9,0
transitivedpi_alpha0.0,7,1,9,0
transitivedpi_alpha0.0,7,0,10,0
transitivedpi_alpha0.0,7,1,10,0
transitivedpi_alpha0.0,7,0,11,0
transitivedpi_alpha0.0,7,1,11,0
transitivedpi_alpha0.0,7,0,12,0
transitivedpi_alpha0.0,7,1,12,0
transitivedpi_alpha0.1,7,0,1,1
transitivedpi_alpha0.1,7,1,1,1
transitivedpi_alpha0.1,7,0,2,1
transitivedpi_alpha0.1,7,1,2,1
transitivedpi_alpha0.1,7,0,3,1
transitivedpi_alpha0.1,7,1,3,1
transitivedpi_alpha0.1,7,0,4,0.977011494252874
transitivedpi_alpha0.1,7,1,4,1
transitivedpi_alpha0.1,7,0,5,0.972222222222222
transitivedpi_alpha0.1,7,1,5,1
transitivedpi_alpha0.1,7,0,6,0.736842105263158
transitivedpi_alpha0.1,7,1,6,1
transitivedpi_alpha0.1,7,0,7,0.916666666666667
transitivedpi_alpha0.1,7,1,7,1
transitivedpi_alpha0.1,7,0,8,0
transitivedpi_alpha0.1,7,1,8,1
transitivedpi_alpha0.1,7,0,9,0
transitivedpi_alpha0.1,7,1,9,0.952380952380952
transitivedpi_alpha0.1,7,0,10,0
transitivedpi_alpha0.1,7,1,10,1
transitivedpi_alpha0.1,7,0,11,0
transitivedpi_alpha0.1,7,1,11,1
transitivedpi_alpha0.1,7,0,12,0
transitivedpi_alpha0.1,7,1,12,1
transitivedpi_alpha0.2,7,0,1,1
transitivedpi_alpha0.2,7,1,1,1
transitivedpi_alpha0.2,7,0,2,1
transitivedpi_alpha0.2,7,1,2,1
transitivedpi_alpha0.2,7,0,3,1
transitivedpi_alpha0.2,7,1,3,1
transitivedpi_alpha0.2,7,0,4,0.977011494252874
transitivedpi_alpha0.2,7,1,4,1
transitivedpi_alpha0.2,7,0,5,0.972222222222222
transitivedpi_alpha0.2,7,1,5,1
transitivedpi_alpha0.2,7,0,6,0.736842105263158
transitivedpi_alpha0.2,7,1,6,1
transitivedpi_alpha0.2,7,0,7,0.916666666666667
transitivedpi_alpha0.2,7,1,7,1
transitivedpi_alpha0.2,7,0,8,0
transitivedpi_alpha0.2,7,1,8,1
transitivedpi_alpha0.2,7,0,9,0
transitivedpi_alpha0.2,7,1,9,0.952380952380952
transitivedpi_alpha0.2,7,0,10,0
transitivedpi_alpha0.2,7,1,10,1
transitivedpi_alpha0.2,7,0,11,0
transitivedpi_alpha0.2,7,1,11,1
transitivedpi_alpha0.2,7,0,12,0
transitivedpi_alpha0.2,7,1,12,1
transitivedpi_alpha0.3,7,0,1,1
transitivedpi_alpha0.3,7,1,1,1
transitivedpi_alpha0.3,7,0,2,1
transitivedpi_alpha0.3,7,1,2,1
transitivedpi_alpha0.3,7,0,3,1
transitivedpi_alpha0.3,7,1,3,1
transitivedpi_alpha0.3,7,0,4,0.977011494252874
transitivedpi_alpha0.3,7,1,4,1
transitivedpi_alpha0.3,7,0,5,0.972222222222222
transitivedpi_alpha0.3,7,1,5,1
transitivedpi_alpha0.3,7,0,6,0.736842105263158
transitivedpi_alpha0.3,7,1,6,1
transitivedpi_alpha0.3,7,0,7,0.916666666666667
transitivedpi_alpha0.3,7,1,7,1
transitivedpi_alpha0.3,7,0,8,0
transitivedpi_alpha0.3,7,1,8,1
transitivedpi_alpha0.3,7,0,9,0
transitivedpi_alpha0.3,7,1,9,0.952380952380952
transitivedpi_alpha0.3,7,0,10,0
transitivedpi_alpha0.3,7,1,10,1
transitivedpi_alpha0.3,7,0,11,0
transitivedpi_alpha0.3,7,1,11,1
transitivedpi_alpha0.3,7,0,12,0
transitivedpi_alpha0.3,7,1,12,1
transitivedpi_alpha0.4,7,0,1,1
transitivedpi_alpha0.4,7,1,1,1
transitivedpi_alpha0.4,7,0,2,1
transitivedpi_alpha0.4,7,1,2,1
transitivedpi_alpha0.4,7,0,3,1
transitivedpi_alpha0.4,7,1,3,1
transitivedpi_alpha0.4,7,0,4,0.977011494252874
transitivedpi_alpha0.4,7,1,4,1
transitivedpi_alpha0.4,7,0,5,0.972222222222222
transitivedpi_alpha0.4,7,1,5,1
transitivedpi_alpha0.4,7,0,6,0.736842105263158
transitivedpi_alpha0.4,7,1,6,1
transitivedpi_alpha0.4,7,0,7,0.916666666666667
transitivedpi_alpha0.4,7,1,7,1
transitivedpi_alpha0.4,7,0,8,0
transitivedpi_alpha0.4,7,1,8,1
transitivedpi_alpha0.4,7,0,9,0
transitivedpi_alpha0.4,7,1,9,0.952380952380952
transitivedpi_alpha0.4,7,0,10,0
transitivedpi_alpha0.4,7,1,10,1
transitivedpi_alpha0.4,7,0,11,0
transitivedpi_alpha0.4,7,1,11,1
transitivedpi_alpha0.4,7,0,12,0
transitivedpi_alpha0.4,7,1,12,1
transitivedpi_alpha0.5,7,0,1,1
transitivedpi_alpha0.5,7,1,1,1
transitivedpi_alpha0.5,7,0,2,1
transitivedpi_alpha0.5,7,1,2,1
transitivedpi_alpha0.5,7,0,3,1
transitivedpi_alpha0.5,7,1,3,1
transitivedpi_alpha0.5,7,0,4,0.977011494252874
transitivedpi_alpha0.5,7,1,4,1
transitivedpi_alpha0.5,7,0,5,0.972222222222222
transitivedpi_alpha0.5,7,1,5,1
transitivedpi_alpha0.5,7,0,6,1
transitivedpi_alpha0.5,7,1,6,1
transitivedpi_alpha0.5,7,0,7,0.916666666666667
transitivedpi_alpha0.5,7,1,7,1
transitivedpi_alpha0.5,7,0,8,0
transitivedpi_alpha0.5,7,1,8,1
transitivedpi_alpha0.5,7,0,9,0
transitivedpi_alpha0.5,7,1,9,0.952380952380952
transitivedpi_alpha0.5,7,0,10,0
transitivedpi_alpha0.5,7,1,10,1
transitivedpi_alpha0.5,7,0,11,0
transitivedpi_alpha0.5,7,1,11,1
transitivedpi_alpha0.5,7,0,12,0
transitivedpi_alpha0.5,7,1,12,1
transitivedpi_alpha0.6,7,0,1,1
transitivedpi_alpha0.6,7,1,1,1
transitivedpi_alpha0.6,7,0,2,1
transitivedpi_alpha0.6,7,1,2,1
transitivedpi_alpha0.6,7,0,3,1
transitivedpi_alpha0.6,7,1,3,1
transitivedpi_alpha0.6,7,0,4,0.977011494252874
transitivedpi_alpha0.6,7,1,4,1
transitivedpi_alpha0.6,7,0,5,0.972222222222222
transitivedpi_alpha0.6,7,1,5,1
transitivedpi_alpha0.6,7,0,6,1
transitivedpi_alpha0.6,7,1,6,1
transitivedpi_alpha0.6,7,0,7,0.916666666666667
transitivedpi_alpha0.6,7,1,7,1
transitivedpi_alpha0.6,7,0,8,0
transitivedpi_alpha0.6,7,1,8,1
transitivedpi_alpha0.6,7,0,9,0
transitivedpi_alpha0.6,7,1,9,0.952380952380952
transitivedpi_alpha0.6,7,0,10,0
transitivedpi_alpha0.6,7,1,10,1
transitivedpi_alpha0.6,7,0,11,0
transitivedpi_alpha0.6,7,1,11,1
transitivedpi_alpha0.6,7,0,12,0
transitivedpi_alpha0.6,7,1,12,1
transitivedpi_alpha0.7,7,0,1,1
transitivedpi_alpha0.7,7,1,1,1
transitivedpi_alpha0.7,7,0,2,1
transitivedpi_alpha0.7,7,1,2,1
transitivedpi_alpha0.7,7,0,3,1
transitivedpi_alpha0.7,7,1,3,1
transitivedpi_alpha0.7,7,0,4,0.977011494252874
transitivedpi_alpha0.7,7,1,4,1
transitivedpi_alpha0.7,7,0,5,0.972222222222222
transitivedpi_alpha0.7,7,1,5,1
transitivedpi_alpha0.7,7,0,6,1
transitivedpi_alpha0.7,7,1,6,1
transitivedpi_alpha0.7,7,0,7,0.916666666666667
transitivedpi_alpha0.7,7,1,7,1
transitivedpi_alpha0.7,7,0,8,0
transitivedpi_alpha0.7,7,1,8,1
transitivedpi_alpha0.7,7,0,9,0
transitivedpi_alpha0.7,7,1,9,0.952380952380952
transitivedpi_alpha0.7,7,0,10,0
transitivedpi_alpha0.7,7,1,10,1
transitivedpi_alpha0.7,7,0,11,0
transitivedpi_alpha0.7,7,1,11,1
transitivedpi_alpha0.7,7,0,12,0
transitivedpi_alpha0.7,7,1,12,1
transitivedpi_alpha0.8,7,0,1,1
transitivedpi_alpha0.8,7,1,1,1
transitivedpi_alpha0.8,7,0,2,1
transitivedpi_alpha0.8,7,1,2,1
transitivedpi_alpha0.8,7,0,3,1
transitivedpi_alpha0.8,7,1,3,1
transitivedpi_alpha0.8,7,0,4,0.977011494252874
transitivedpi_alpha0.8,7,1,4,1
transitivedpi_alpha0.8,7,0,5,0.972222222222222
transitivedpi_alpha0.8,7,1,5,1
transitivedpi_alpha0.8,7,0,6,1
transitivedpi_alpha0.8,7,1,6,1
transitivedpi_alpha0.8,7,0,7,1
transitivedpi_alpha0.8,7,1,7,1
transitivedpi_alpha0.8,7,0,8,0.133333333333333
transitivedpi_alpha0.8,7,1,8,1
transitivedpi_alpha0.8,7,0,9,0
transitivedpi_alpha0.8,7,1,9,0.952380952380952
transitivedpi_alpha0.8,7,0,10,0
transitivedpi_alpha0.8,7,1,10,1
transitivedpi_alpha0.8,7,0,11,0
transitivedpi_alpha0.8,7,1,11,1
transitivedpi_alpha0.8,7,0,12,0
transitivedpi_alpha0.8,7,1,12,1
transitivedpi_alpha0.9,7,0,1,1
transitivedpi_alpha0.9,7,1,1,1
transitivedpi_alpha0.9,7,0,2,1
transitivedpi_alpha0.9,7,1,2,1
transitivedpi_alpha0.9,7,0,3,1
transitivedpi_alpha0.9,7,1,3,1
transitivedpi_alpha0.9,7,0,4,0.977011494252874
transitivedpi_alpha0.9,7,1,4,1
transitivedpi_alpha0.9,7,0,5,0.972222222222222
transitivedpi_alpha0.9,7,1,5,1
transitivedpi_alpha0.9,7,0,6,1
transitivedpi_alpha0.9,7,1,6,1
transitivedpi_alpha0.9,7,0,7,1
transitivedpi_alpha0.9,7,1,7,1
transitivedpi_alpha0.9,7,0,8,1
transitivedpi_alpha0.9,7,1,8,1
transitivedpi_alpha0.9,7,0,9,0.619047619047619
transitivedpi_alpha0.9,7,1,9,0.952380952380952
transitivedpi_alpha0.9,7,0,10,0.0625
transitivedpi_alpha0.9,7,1,10,1
transitivedpi_alpha0.9,7,0,11,0
transitivedpi_alpha0.9,7,1,11,1
transitivedpi_alpha0.9,7,0,12,0
transitivedpi_alpha0.9,7,1,12,1
transitivedpi_alpha0.999,7,0,1,1
transitivedpi_alpha0.999,7,1,1,1
transitivedpi_alpha0.999,7,0,2,1
transitivedpi_alpha0.999,7,1,2,1
transitivedpi_alpha0.999,7,0,3,1
transitivedpi_alpha0.999,7,1,3,1
transitivedpi_alpha0.999,7,0,4,1
transitivedpi_alpha0.999,7,1,4,1
transitivedpi_alpha0.999,7,0,5,1
transitivedpi_alpha0.999,7,1,5,1
transitivedpi_alpha0.999,7,0,6,1
transitivedpi_alpha0.999,7,1,6,1
transitivedpi_alpha0.999,7,0,7,1
transitivedpi_alpha0.999,7,1,7,1
transitivedpi_alpha0.999,7,0,8,1
transitivedpi_alpha0.999,7,1,8,1
transitivedpi_alpha0.999,7,0,9,0.952380952380952
transitivedpi_alpha0.999,7,1,9,0.952380952380952
transitivedpi_alpha0.999,7,0,10,1
transitivedpi_alpha0.999,7,1,10,1
transitivedpi_alpha0.999,7,0,11,1
transitivedpi_alpha0.999,7,1,11,1
transitivedpi_alpha0.999,7,0,12,1
transitivedpi_alpha0.999,7,1,12,1
baseline,8,0,1,1
baseline,8,0,2,0
baseline,8,0,3,0
baseline,8,0,4,0
baseline,8,0,5,0
baseline,8,0,6,0
baseline,8,0,7,0
baseline,8,0,8,0
baseline,8,0,9,0
baseline,8,0,10,0
baseline,8,0,11,0
baseline,8,0,12,0
dpi,8,0,1,1
dpi,8,1,1,1
dpi,8,0,2,0
dpi,8,1,2,0
dpi,8,0,3,0
dpi,8,1,3,0
dpi,8,0,4,0
dpi,8,1,4,0
dpi,8,0,5,0
dpi,8,1,5,0
dpi,8,0,6,0
dpi,8,1,6,0
dpi,8,0,7,0
dpi,8,1,7,0
dpi,8,0,8,0
dpi,8,1,8,0
dpi,8,0,9,0
dpi,8,1,9,0
dpi,8,0,10,0
dpi,8,1,10,0
dpi,8,0,11,0
dpi,8,1,11,0
dpi,8,0,12,0
dpi,8,1,12,0
npi,8,0,1,1
npi,8,1,1,1
npi,8,0,2,0.982378854625551
npi,8,1,2,0.982378854625551
npi,8,0,3,0.905555555555556
npi,8,1,3,0.905555555555556
npi,8,0,4,0.919540229885057
npi,8,1,4,0.919540229885057
npi,8,0,5,1
npi,8,1,5,1
npi,8,0,6,1
npi,8,1,6,1
npi,8,0,7,1
npi,8,1,7,1
npi,8,0,8,1
npi,8,1,8,1
npi,8,0,9,0.952380952380952
npi,8,1,9,0.952380952380952
npi,8,0,10,1
npi,8,1,10,1
npi,8,0,11,1
npi,8,1,11,1
npi,8,0,12,1
npi,8,1,12,1
transitive_alpha0.0,8,0,1,1
transitive_alpha0.0,8,1,1,1
transitive_alpha0.0,8,0,2,0
transitive_alpha0.0,8,1,2,0
transitive_alpha0.0,8,0,3,0
transitive_alpha0.0,8,1,3,0
transitive_alpha0.0,8,0,4,0
transitive_alpha0.0,8,1,4,0
transitive_alpha0.0,8,0,5,0
transitive_alpha0.0,8,1,5,0
transitive_alpha0.0,8,0,6,0
transitive_alpha0.0,8,1,6,0
transitive_alpha0.0,8,0,7,0
transitive_alpha0.0,8,1,7,0
transitive_alpha0.0,8,0,8,0
transitive_alpha0.0,8,1,8,0
transitive_alpha0.0,8,0,9,0
transitive_alpha0.0,8,1,9,0
transitive_alpha0.0,8,0,10,0
transitive_alpha0.0,8,1,10,0
transitive_alpha0.0,8,0,11,0
transitive_alpha0.0,8,1,11,0
transitive_alpha0.0,8,0,12,0
transitive_alpha0.0,8,1,12,0
transitive_alpha0.1,8,0,1,1
transitive_alpha0.1,8,1,1,1
transitive_alpha0.1,8,0,2,1
transitive_alpha0.1,8,1,2,1
transitive_alpha0.1,8,0,3,1
transitive_alpha0.1,8,1,3,1
transitive_alpha0.1,8,0,4,0.977011494252874
transitive_alpha0.1,8,1,4,1
transitive_alpha0.1,8,0,5,0.972222222222222
transitive_alpha0.1,8,1,5,1
transitive_alpha0.1,8,0,6,1
transitive_alpha0.1,8,1,6,1
transitive_alpha0.1,8,0,7,1
transitive_alpha0.1,8,1,7,1
transitive_alpha0.1,8,0,8,0.6
transitive_alpha0.1,8,1,8,1
transitive_alpha0.1,8,0,9,0
transitive_alpha0.1,8,1,9,1
transitive_alpha0.1,8,0,10,0
transitive_alpha0.1,8,1,10,1
transitive_alpha0.1,8,0,11,0
transitive_alpha0.1,8,1,11,1
transitive_alpha0.1,8,0,12,0
transitive_alpha0.1,8,1,12,1
transitive_alpha0.2,8,0,1,1
transitive_alpha0.2,8,1,1,1
transitive_alpha0.2,8,0,2,1
transitive_alpha0.2,8,1,2,1
transitive_alpha0.2,8,0,3,1
transitive_alpha0.2,8,1,3,1
transitive_alpha0.2,8,0,4,0.977011494252874
transitive_alpha0.2,8,1,4,1
transitive_alpha0.2,8,0,5,0.972222222222222
transitive_alpha0.2,8,1,5,1
transitive_alpha0.2,8,0,6,1
transitive_alpha0.2,8,1,6,1
transitive_alpha0.2,8,0,7,1
transitive_alpha0.2,8,1,7,1
transitive_alpha0.2,8,0,8,0.6
transitive_alpha0.2,8,1,8,1
transitive_alpha0.2,8,0,9,0
transitive_alpha0.2,8,1,9,1
transitive_alpha0.2,8,0,10,0
transitive_alpha0.2,8,1,10,1
transitive_alpha0.2,8,0,11,0
transitive_alpha0.2,8,1,11,1
transitive_alpha0.2,8,0,12,0
transitive_alpha0.2,8,1,12,1
transitive_alpha0.3,8,0,1,1
transitive_alpha0.3,8,1,1,1
transitive_alpha0.3,8,0,2,1
transitive_alpha0.3,8,1,2,1
transitive_alpha0.3,8,0,3,1
transitive_alpha0.3,8,1,3,1
transitive_alpha0.3,8,0,4,0.977011494252874
transitive_alpha0.3,8,1,4,1
transitive_alpha0.3,8,0,5,0.972222222222222
transitive_alpha0.3,8,1,5,1
transitive_alpha0.3,8,0,6,1
transitive_alpha0.3,8,1,6,1
transitive_alpha0.3,8,0,7,1
transitive_alpha0.3,8,1,7,1
transitive_alpha0.3,8,0,8,0.6
transitive_alpha0.3,8,1,8,1
transitive_alpha0.3,8,0,9,0
transitive_alpha0.3,8,1,9,1
transitive_alpha0.3,8,0,10,0
transitive_alpha0.3,8,1,10,1
transitive_alpha0.3,8,0,11,0
transitive_alpha0.3,8,1,11,1
transitive_alpha0.3,8,0,12,0
transitive_alpha0.3,8,1,12,1
transitive_alpha0.4,8,0,1,1
transitive_alpha0.4,8,1,1,1
transitive_alpha0.4,8,0,2,1
transitive_alpha0.4,8,1,2,1
transitive_alpha0.4,8,0,3,1
transitive_alpha0.4,8,1,3,1
transitive_alpha0.4,8,0,4,0.977011494252874
transitive_alpha0.4,8,1,4,1
transitive_alpha0.4,8,0,5,0.972222222222222
transitive_alpha0.4,8,1,5,1
transitive_alpha0.4,8,0,6,1
transitive_alpha0.4,8,1,6,1
transitive_alpha0.4,8,0,7,1
transitive_alpha0.4,8,1,7,1
transitive_alpha0.4,8,0,8,0.6
transitive_alpha0.4,8,1,8,1
transitive_alpha0.4,8,0,9,0
transitive_alpha0.4,8,1,9,1
transitive_alpha0.4,8,0,10,0
transitive_alpha0.4,8,1,10,1
transitive_alpha0.4,8,0,11,0
transitive_alpha0.4,8,1,11,1
transitive_alpha0.4,8,0,12,0
transitive_alpha0.4,8,1,12,1
transitive_alpha0.5,8,0,1,1
transitive_alpha0.5,8,1,1,1
transitive_alpha0.5,8,0,2,1
transitive_alpha0.5,8,1,2,1
transitive_alpha0.5,8,0,3,1
transitive_alpha0.5,8,1,3,1
transitive_alpha0.5,8,0,4,0.977011494252874
transitive_alpha0.5,8,1,4,1
transitive_alpha0.5,8,0,5,0.972222222222222
transitive_alpha0.5,8,1,5,1
transitive_alpha0.5,8,0,6,1
transitive_alpha0.5,8,1,6,1
transitive_alpha0.5,8,0,7,1
